code_barre,num_inventaire,old_num_inventaire,departement,num_bureau,beneficiaire,designation,quantite,num_serie,condition,description,prix,categorie,chemin_image,custom_fields,date_ajouter,date_modification
ECR_POSITF_373,INV-2025-1014,,GCantine,81,VIDE,CHAISE VISITEUR,1,1780,MOYEN,EN CUIR SKAI ACCOUDOIREMARON,0.00,,,{},2025-06-30T01:35:26.754Z,2025-06-30T01:35:26.754Z
ECR_POSITF_343,INV-2025-1015,,GCantine,81,VIDE,CHAISE VISITEUR,1,,MOYEN,FIX STRUCTURE METALIQUE,0.00,,,{},2025-06-30T01:35:26.970Z,2025-06-30T01:35:26.970Z
3557,INV-2025-1016,,GCantine,81,VIDE,LIT,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:35:27.186Z,2025-06-30T01:35:27.186Z
ECR_POSITF_628,INV-2025-1017,,GCantine,81,VIDE,TABLE DE NUIT,1,,MOYEN,EN BOIS 1 PORTE,0.00,,,{},2025-06-30T01:35:27.398Z,2025-06-30T01:35:27.398Z
SC0248,INV-2025-1018,,H doc,82,Mouhoub sonia,BAFFLE,1,,BON,HARMAN KARDON BEIGE,0.00,,,{},2025-06-30T01:35:27.610Z,2025-06-30T01:35:27.610Z
SC0249,INV-2025-1019,,H doc,82,Mouhoub sonia,TABLE A ROULETTE (CHARIOT),1,1368,BON,PLATEAU EN BOIS  STRUCTURE METALLIQUE  2ETAGES A ROULETTES,0.00,,,{},2025-06-30T01:35:27.822Z,2025-06-30T01:35:27.822Z
ECR_POSITF_27,INV-2025-1020,0402,H doc,82,Mouhoub sonia,ARMOIRE BIBLIOTHEQUE VITREE,1,,BON,EN BOIS  2 PORTES COULISSANTES EN VERRE EN HAUT  2 PORTES COULISSANTE EN  BOIS EN BAS,0.00,,,{},2025-06-30T01:35:28.035Z,2025-06-30T01:35:28.035Z
ECR_POSITF_93,INV-2025-1021,,H doc,82,Mouhoub sonia,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:35:28.246Z,2025-06-30T01:35:28.246Z
ECR_POSITF_161,INV-2025-1022,,H doc,82,Mouhoub sonia,BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:35:28.457Z,2025-06-30T01:35:28.457Z
3250,INV-2025-1023,,H doc,82,Mouhoub sonia,CAISSON MOBILE,1,,BON,EN BOIS MARRON             3 TIROIRES,0.00,,,{},2025-06-30T01:35:28.670Z,2025-06-30T01:35:28.670Z
EXP_3959,INV-2025-1024,0004,H doc,82,Mouhoub sonia,CHAISE BUREAU,1,,BON,EN TISSUE NOIR ACCOUDOIRE  A ROULETTES,0.00,,,{},2025-06-30T01:35:28.881Z,2025-06-30T01:35:28.881Z
EXP_3960,INV-2025-1025,,H doc,82,Mouhoub sonia,CHAISE BUREAU,1,,BON,EN TISSUE NOIR ACCOUDOIRE  A ROULETTES,0.00,,,{},2025-06-30T01:35:29.094Z,2025-06-30T01:35:29.094Z
ECR_POSITF_374,INV-2025-1026,,H doc,82,Mouhoub sonia,CHAISE VISITEUR,1,1598,BON,EN CUIR SKAI Skaï ACCOUDOIRENOIR,0.00,,,{},2025-06-30T01:35:29.310Z,2025-06-30T01:35:29.310Z
ECR_POSITF_194,INV-2025-1027,,H doc,82,Mouhoub sonia,RETOUR DE BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:35:29.523Z,2025-06-30T01:35:29.523Z
ECR_POSITF_195,INV-2025-1028,,H doc,82,Mouhoub sonia,RETOUR DE BUREAU,1,2832,BON,EN BOIS,0.00,,,{},2025-06-30T01:35:29.733Z,2025-06-30T01:35:29.733Z
SC0250,INV-2025-1029,,H doc,82,Mouhoub sonia,UNITE PC,1,CZCQ205YSLS,BON,MARQUE HP COMPAQ  DX2420,0.00,,,{},2025-06-30T01:35:29.945Z,2025-06-30T01:35:29.945Z
3574,INV-2025-1030,,H doc,82,Mouhoub sonia,CLIMATISEUR MONO BLOC,1,,MOYEN,CARRERAMONO BLOC KCD-25,0.00,,,{},2025-06-30T01:35:30.156Z,2025-06-30T01:35:30.156Z
SC0251,INV-2025-1031,,H doc,82,Mouhoub sonia,ECRAN PC,1,CNC646NRM2,MOYEN,Moniteur HP L1706  17 Pouces,0.00,,,{},2025-06-30T01:35:30.374Z,2025-06-30T01:35:30.374Z
3806,INV-2025-1032,,H doc,82,Mouhoub sonia,APPAREIL TELPHONE FIXE,1,2IAKH530765,MOYEN,MARQUE PANASONIC KX-TS500FX  BLANC,0.00,,,{},2025-06-30T01:35:30.589Z,2025-06-30T01:35:30.589Z
ECR_POSITF_94,INV-2025-1033,0378,H doc,83,SOUAD,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:35:30.801Z,2025-06-30T01:35:30.801Z
ECR_POSITF_162,INV-2025-1034,,H doc,83,SOUAD,BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:35:31.011Z,2025-06-30T01:35:31.011Z
3263,INV-2025-1035,,H doc,83,SOUAD,BUREAU,1,,BON,EN BOIS AVEC TIRROIR CLAVIER  (PETIT),0.00,,,{},2025-06-30T01:35:31.222Z,2025-06-30T01:35:31.222Z
3264,INV-2025-1036,,H doc,83,SOUAD,BUREAU,1,,BON,EN BOIS AVEC TIROIR CLAVIER  (PETIT),0.00,,,{},2025-06-30T01:35:31.451Z,2025-06-30T01:35:31.451Z
SC0252,INV-2025-1037,,H doc,83,SOUAD,BAFFLE,1,,BON,HARMANKARDONBEIGE,0.00,,,{},2025-06-30T01:35:31.662Z,2025-06-30T01:35:31.662Z
3914,INV-2025-1038,,H doc,83,SOUAD,CLIMATISEUR SPLIT,1,VK001219JNOP,BON,MARQUE NEW AIR BAG MAJOR AS-12HR4FVNS,0.00,,,{},2025-06-30T01:35:31.876Z,2025-06-30T01:35:31.876Z
SC0253,INV-2025-1039,,H doc,83,SOUAD,UNITE PC,1,EX667AV,BON,HP COMPAQ DC 5700 INTEL COR2DUO,0.00,,,{},2025-06-30T01:35:32.087Z,2025-06-30T01:35:32.087Z
SC0254,INV-2025-1040,,H doc,83,SOUAD,CLIMATISEUR MONO BLOC,1,,MAUVAIS,MONO BLOC,0.00,,,{},2025-06-30T01:35:32.297Z,2025-06-30T01:35:32.297Z
3537,INV-2025-1041,,H doc,83,SOUAD,CAISSON MOBILE,1,,MOYEN,EN BOIS MARRON               3 TIROIRES MANQUE POIGNEES,0.00,,,{},2025-06-30T01:35:32.511Z,2025-06-30T01:35:32.511Z
EXP_3961,INV-2025-1042,,H doc,83,SOUAD,CHAISE BUREAU,1,,MOYEN,EN TISSUE ROUGENOIRA ROULETTESACCOUDOIRES,0.00,,,{},2025-06-30T01:35:32.724Z,2025-06-30T01:35:32.724Z
ECR_POSITF_346,INV-2025-1043,,H doc,83,SOUAD,CHAISE VISITEUR,1,,MOYEN,EN TISSU  NOIR,0.00,,,{},2025-06-30T01:35:32.941Z,2025-06-30T01:35:32.941Z
ECR_POSITF_347,INV-2025-1044,,H doc,83,SOUAD,CHAISE VISITEUR,1,,MOYEN,EN TISSU ACCOUDOIRS PIED LUGS BLEU,0.00,,,{},2025-06-30T01:35:33.211Z,2025-06-30T01:35:33.211Z
SC0255,INV-2025-1045,,H doc,83,SOUAD,ECRAN PC,1,3CQ8231BMG,BON,Moniteur HP V197 de 18;5 pouces,0.00,,,{},2025-06-30T01:35:33.424Z,2025-06-30T01:35:33.424Z
ECR_POSITF_95,INV-2025-1046,FNR0266,H doc,84,Bouretba asma,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:35:33.637Z,2025-06-30T01:35:33.637Z
ECR_POSITF_163,INV-2025-1047,,H doc,84,Bouretba asma,BUREAU,1,2832,BON,EN BOIS,0.00,,,{},2025-06-30T01:35:33.856Z,2025-06-30T01:35:33.856Z
3587,INV-2025-1048,,H doc,84,Bouretba asma,CAISSON MOBILE,1,2832,BON,EN BOIS MARRON             3 TIROIRES,0.00,,,{},2025-06-30T01:35:34.068Z,2025-06-30T01:35:34.068Z
ECR_POSITF_375,INV-2025-1049,,H doc,84,Bouretba asma,CHAISE VISITEUR,1,1816,BON,EN CUIR SKAI ACCOUDOIREMARON,0.00,,,{},2025-06-30T01:35:34.282Z,2025-06-30T01:35:34.282Z
ECR_POSITF_376,INV-2025-1050,,H doc,84,Bouretba asma,CHAISE VISITEUR,1,1281,BON,EN CUIR SKAI Skaï  NOIR,0.00,,,{},2025-06-30T01:35:34.498Z,2025-06-30T01:35:34.498Z
3915,INV-2025-1051,,H doc,84,Bouretba asma,CLIMATISEUR SPLIT,1,,BON,MARQUE NEW AIR BAG MAJOR 12000 BTU,0.00,,,{},2025-06-30T01:35:34.710Z,2025-06-30T01:35:34.710Z
SC0256,INV-2025-1052,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:34.921Z,2025-06-30T01:35:34.921Z
SC0257,INV-2025-1053,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:35.133Z,2025-06-30T01:35:35.133Z
SC0258,INV-2025-1054,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:35.346Z,2025-06-30T01:35:35.346Z
SC0259,INV-2025-1055,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:35.557Z,2025-06-30T01:35:35.557Z
SC0260,INV-2025-1056,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:35.771Z,2025-06-30T01:35:35.771Z
SC0261,INV-2025-1057,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:35.990Z,2025-06-30T01:35:35.990Z
SC0262,INV-2025-1058,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:36.203Z,2025-06-30T01:35:36.203Z
SC0263,INV-2025-1059,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:36.416Z,2025-06-30T01:35:36.416Z
SC0264,INV-2025-1060,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:36.628Z,2025-06-30T01:35:36.628Z
SC0265,INV-2025-1061,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:36.839Z,2025-06-30T01:35:36.839Z
SC0266,INV-2025-1062,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:37.058Z,2025-06-30T01:35:37.058Z
3265,INV-2025-1063,,H doc,85,BIB2,BUREAU,1,,BON,EN BOIS AVEC TIRROIR CLAVIER  (PETIT),0.00,,,{},2025-06-30T01:35:37.270Z,2025-06-30T01:35:37.270Z
ECR_POSITF_377,INV-2025-1064,,H doc,85,BIB2,CHAISE VISITEUR,1,,BON,EN CUIR SKAI ACCOUDOIRE,0.00,,,{},2025-06-30T01:35:37.482Z,2025-06-30T01:35:37.482Z
ECR_POSITF_378,INV-2025-1065,,H doc,85,BIB2,CHAISE VISITEUR,1,1444,BON,EN CUIR SKAI ACCOUDOIRE,0.00,,,{},2025-06-30T01:35:37.694Z,2025-06-30T01:35:37.694Z
ECR_POSITF_379,INV-2025-1066,,H doc,85,BIB2,CHAISE VISITEUR,1,1282,BON,EN CUIR SKAI Skaï  NOIR,0.00,,,{},2025-06-30T01:35:37.907Z,2025-06-30T01:35:37.907Z
ECR_POSITF_542,INV-2025-1067,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2764,BON,EN METAL  5X2 TABLETTES BLANCHES,0.00,,,{},2025-06-30T01:35:38.125Z,2025-06-30T01:35:38.125Z
ECR_POSITF_543,INV-2025-1068,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2773,BON,EN METAL  5X2 TABLETTES BLANCHES,0.00,,,{},2025-06-30T01:35:38.337Z,2025-06-30T01:35:38.337Z
ECR_POSITF_544,INV-2025-1069,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2772,BON,EN METAL  5X2 TABLETTES BLANCHES,0.00,,,{},2025-06-30T01:35:38.549Z,2025-06-30T01:35:38.549Z
ECR_POSITF_545,INV-2025-1070,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,,BON,EN METAL  5X2 TABLETTES BLANCHES,0.00,,,{},2025-06-30T01:35:38.761Z,2025-06-30T01:35:38.761Z
ECR_POSITF_546,INV-2025-1071,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,,BON,EN METAL  5X2 TABLETTES BLANCHES,0.00,,,{},2025-06-30T01:35:38.975Z,2025-06-30T01:35:38.975Z
ECR_POSITF_547,INV-2025-1072,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2768,BON,EN METAL  5X2 TABLETTES BLANCHES,0.00,,,{},2025-06-30T01:35:39.191Z,2025-06-30T01:35:39.191Z
ECR_POSITF_548,INV-2025-1073,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2522,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:39.413Z,2025-06-30T01:35:39.413Z
ECR_POSITF_549,INV-2025-1074,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2516,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:39.623Z,2025-06-30T01:35:39.623Z
ECR_POSITF_550,INV-2025-1075,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2506,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:39.837Z,2025-06-30T01:35:39.837Z
ECR_POSITF_551,INV-2025-1076,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2507,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:40.053Z,2025-06-30T01:35:40.053Z
ECR_POSITF_552,INV-2025-1077,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2513,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:40.275Z,2025-06-30T01:35:40.275Z
ECR_POSITF_553,INV-2025-1078,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2518,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:40.487Z,2025-06-30T01:35:40.487Z
ECR_POSITF_554,INV-2025-1079,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2524,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:40.698Z,2025-06-30T01:35:40.698Z
ECR_POSITF_555,INV-2025-1080,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2504,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:40.911Z,2025-06-30T01:35:40.911Z
ECR_POSITF_556,INV-2025-1081,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2528,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:41.128Z,2025-06-30T01:35:41.128Z
ECR_POSITF_557,INV-2025-1082,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2512,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:41.341Z,2025-06-30T01:35:41.341Z
ECR_POSITF_558,INV-2025-1083,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2526,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:41.552Z,2025-06-30T01:35:41.552Z
ECR_POSITF_559,INV-2025-1084,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2514,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:41.764Z,2025-06-30T01:35:41.764Z
CR_POSITF_560,INV-2025-1085,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2508,BON,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:41.978Z,2025-06-30T01:35:41.978Z
SC0267,INV-2025-1086,,H doc,85,BIB2,TABLE,1,,BON,PLATEAU EN BOIS  STRUCTURE METALLIQUE,0.00,,,{},2025-06-30T01:35:42.192Z,2025-06-30T01:35:42.192Z
SC0268,INV-2025-1087,,H doc,85,BIB2,TABLE A ROULETTE (CHARIOT),1,2993,BON,EN METAL A ROULETTES,0.00,,,{},2025-06-30T01:35:42.404Z,2025-06-30T01:35:42.404Z
3576,INV-2025-1088,,H doc,85,BIB2,CLIMATISEUR MONO BLOC,1,,MAUVAIS,MONO BLOC -CARRERA,0.00,,,{},2025-06-30T01:35:42.622Z,2025-06-30T01:35:42.622Z
3409,INV-2025-1089,,H doc,85,BIB2,CLIMATISEUR MONO BLOC,1,,MAUVAIS,MONO BLOC -CARRIER,0.00,,,{},2025-06-30T01:35:42.832Z,2025-06-30T01:35:42.832Z
3424,INV-2025-1090,,H doc,85,BIB2,CLIMATISEUR MONO BLOC,1,,MAUVAIS,MONO BLOC -CARRIER,0.00,,,{},2025-06-30T01:35:43.043Z,2025-06-30T01:35:43.043Z
CR_POSITF_561,INV-2025-1091,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2509,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:43.254Z,2025-06-30T01:35:43.254Z
CR_POSITF_562,INV-2025-1092,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2519,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:43.463Z,2025-06-30T01:35:43.463Z
CR_POSITF_563,INV-2025-1093,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2527,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:43.677Z,2025-06-30T01:35:43.677Z
CR_POSITF_564,INV-2025-1094,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2517,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:43.891Z,2025-06-30T01:35:43.891Z
CR_POSITF_565,INV-2025-1095,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2511,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:44.106Z,2025-06-30T01:35:44.106Z
CR_POSITF_566,INV-2025-1096,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2525,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:44.320Z,2025-06-30T01:35:44.320Z
CR_POSITF_567,INV-2025-1097,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2515,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:44.533Z,2025-06-30T01:35:44.533Z
CR_POSITF_568,INV-2025-1098,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2523,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:44.748Z,2025-06-30T01:35:44.748Z
CR_POSITF_569,INV-2025-1099,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2510,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:44.959Z,2025-06-30T01:35:44.959Z
ECR_POSITF_570,INV-2025-1100,,H doc,85,BIB2,RAYONNAGE ARCHIVE  METALLIQUE,1,2505,MOYEN,EN METAL  5 TABLETTES GRISES,0.00,,,{},2025-06-30T01:35:45.357Z,2025-06-30T01:35:45.357Z
SC0269,INV-2025-1101,,H doc,85,BIB2,TABLE A ROULETTE (CHARIOT),1,,MOYEN,EN METAL A ROULETTE,0.00,,,{},2025-06-30T01:35:45.569Z,2025-06-30T01:35:45.569Z
SC0270,INV-2025-1102,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:45.783Z,2025-06-30T01:35:45.783Z
SC0271,INV-2025-1103,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:46.008Z,2025-06-30T01:35:46.008Z
SC0272,INV-2025-1104,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:46.218Z,2025-06-30T01:35:46.218Z
SC0273,INV-2025-1105,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:46.429Z,2025-06-30T01:35:46.429Z
SC0274,INV-2025-1106,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:46.644Z,2025-06-30T01:35:46.644Z
SC0275,INV-2025-1107,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:46.861Z,2025-06-30T01:35:46.861Z
SC0276,INV-2025-1108,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:47.073Z,2025-06-30T01:35:47.073Z
SC0277,INV-2025-1109,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:47.286Z,2025-06-30T01:35:47.286Z
SC0278,INV-2025-1110,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:47.498Z,2025-06-30T01:35:47.498Z
SC0279,INV-2025-1111,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:47.710Z,2025-06-30T01:35:47.710Z
SC0280,INV-2025-1112,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:47.921Z,2025-06-30T01:35:47.921Z
SC0281,INV-2025-1113,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:48.132Z,2025-06-30T01:35:48.132Z
SC0282,INV-2025-1114,,H doc,85,BIB2,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  05 TABLETTES,0.00,,,{},2025-06-30T01:35:48.347Z,2025-06-30T01:35:48.347Z
ECR_POSITF_380,INV-2025-1115,,H doc,86,BIB1,CHAISE VISITEUR,1,1125,BON,EN CUIR SKAI ACCOUDOIREMARON,0.00,,,{},2025-06-30T01:35:48.558Z,2025-06-30T01:35:48.558Z
ECR_POSITF_381,INV-2025-1116,,H doc,86,BIB1,CHAISE VISITEUR,1,1346,BON,EN CUIR SKAI Skaï  NOIR,0.00,,,{},2025-06-30T01:35:48.769Z,2025-06-30T01:35:48.769Z
ECR_POSITF_382,INV-2025-1117,,H doc,86,BIB1,CHAISE VISITEUR,1,1285,BON,EN CUIR SKAI Skaï  NOIR,0.00,,,{},2025-06-30T01:35:48.982Z,2025-06-30T01:35:48.982Z
ECR_POSITF_383,INV-2025-1118,,H doc,86,BIB1,CHAISE VISITEUR,1,1432,BON,EN CUIR SKAI Skaï  NOIR,0.00,,,{},2025-06-30T01:35:49.195Z,2025-06-30T01:35:49.195Z
ECR_POSITF_384,INV-2025-1119,,H doc,86,BIB1,CHAISE VISITEUR,1,1195,BON,EN CUIR SKAI Skaï  NOIR,0.00,,,{},2025-06-30T01:35:49.410Z,2025-06-30T01:35:49.410Z
3629,INV-2025-1120,,H doc,86,BIB1,CLIMATISEUR MONO BLOC,1,,BON,MARQUE COBRA,0.00,,,{},2025-06-30T01:35:49.625Z,2025-06-30T01:35:49.625Z
ECR_POSITF_571,INV-2025-1121,,H doc,86,BIB1,RAYONNAGE ARCHIVE  METALLIQUE,1,2762,BON,EN METAL 5X2 TABLETTES BLANCHES,0.00,,,{},2025-06-30T01:35:49.837Z,2025-06-30T01:35:49.837Z
ECR_POSITF_572,INV-2025-1122,,H doc,86,BIB1,RAYONNAGE ARCHIVE  METALLIQUE,1,2769,BON,EN METAL 5X2 TABLETTES BLANCHES,0.00,,,{},2025-06-30T01:35:50.052Z,2025-06-30T01:35:50.052Z
ECR_POSITF_573,INV-2025-1123,,H doc,86,BIB1,RAYONNAGE ARCHIVE  METALLIQUE,1,,BON,EN METAL 5 TABLETTES BLANCHES,0.00,,,{},2025-06-30T01:35:50.267Z,2025-06-30T01:35:50.267Z
SC0283,INV-2025-1124,,H doc,86,BIB1,TABLE,1,1755,BON,EN BOIS PIED METAL,0.00,,,{},2025-06-30T01:35:50.597Z,2025-06-30T01:35:50.597Z
SC0284,INV-2025-1125,0407,H doc,86,BIB1,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS MARRON CLAIR 2 PORTES BATTANTES EN BOIS EN BAS  2 TABLETTES EN HAUT,0.00,,,{},2025-06-30T01:35:50.812Z,2025-06-30T01:35:50.812Z
SC0285,INV-2025-1126,0406,H doc,86,BIB1,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS MARRON CLAIR 2 PORTES BATTANTES EN BOIS EN BAS  2 TABLETTES EN HAUT,0.00,,,{},2025-06-30T01:35:51.036Z,2025-06-30T01:35:51.036Z
SC0286,INV-2025-1127,0401,H doc,86,BIB1,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS MARRON CLAIR  2 TABLETTES EN HAUT 2 PORTES BATTANTES EN BOIS EN BAS,0.00,,,{},2025-06-30T01:35:51.251Z,2025-06-30T01:35:51.251Z
SC0287,INV-2025-1128,0409,H doc,86,BIB1,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,BON,EN BOIS  04 TABLETTES,0.00,,,{},2025-06-30T01:35:51.469Z,2025-06-30T01:35:51.469Z
SC0288,INV-2025-1129,,H doc,86,BIB1,ARMOIRE RANGEMENT CASIER,1,,BON,EN METAL  4 CASIERS,0.00,,,{},2025-06-30T01:35:51.690Z,2025-06-30T01:35:51.690Z
